uuid,company_name,permalink,website,linkedin,facebook,twitter,phone_number,contact_email,short_description,description,locations,location_groups,hq_postal_code,company_type,operating_status,ipo_status,founded_on,exited_on,closed_on,categories,category_groups,num_employees_enum,funding_total,funding_total_usd,equity_funding_total,equity_funding_total_usd,last_funding_total,last_funding_total_usd,last_equity_funding_total,last_equity_funding_total_usd,last_funding_type,last_equity_funding_type,funding_stage,num_funding_rounds,last_funding_at,num_investors,num_lead_investors,investors,investor_type,investor_stage,num_portfolio_organizations,num_investments_funding_rounds,num_lead_investments,num_diversity_spotlight_investments,num_exits,num_exits_ipo,num_founders,founders,diversity_spotlights,num_acquisitions,acquisition_status,acquisition_identifier,acquirer_identifier,acquisition_announced_on,acquisition_price,acquisition_price_usd,acquisition_type,acquisition_terms,went_public_on,delisted_on,ipo_amount_raised,ipo_amount_raised_usd,ipo_valuation,ipo_valuation_usd,stock_symbol,stock_exchange_symbol,rank_org,rank_org_company,rank_org_school,rank_delta_d7,rank_delta_d30,rank_delta_d90,revenue_range,num_contacts,num_private_contacts,contact_job_departments,num_articles,num_event_appearances,num_org_similarities,num_sub_organizations,last_key_employee_change_date,last_layoff_date,semrush_visits_latest_month,semrush_visits_latest_6_months_avg,semrush_visits_mom_pct,semrush_global_rank,semrush_global_rank_mom,semrush_global_rank_mom_pct,semrush_bounce_rate,semrush_bounce_rate_mom_pct,semrush_visit_duration,semrush_visit_duration_mom_pct,semrush_visit_pageviews,semrush_visit_pageview_mom_pct,builtwith_num_technologies_used,siftery_num_products,apptopia_total_apps,apptopia_total_downloads,ipqwery_num_patent_granted,ipqwery_num_trademark_registered,ipqwery_popular_patent_category,ipqwery_popular_trademark_class,aberdeen_site_it_spend,aberdeen_site_it_spend_usd,privco_valuation_range,privco_valuation_timestamp,num_private_notes,private_tags,xrm_deal_stages,num_xrm_deals,num_xrm_accounts,xrm_account_owners,xrm_account_types,program_type,program_application_deadline,program_duration,school_type,school_program,num_enrollments,school_method,num_founder_alumni,num_alumni,hub_tags,job_posting_link_source,growth_insight_confidence,@dropdown
55e80d61-cc14-4377-b32e-fed47f3b34ff,Perceptive Space,perceptive-space,https://perceptivespace.com,https://www.linkedin.com/company/perceptive-space,,https://x.com/PerceptiveSpac3,,,Perceptive Space is building a space weather platform that provides space weather predictions for safe & reliable operations.,"Perceptive Space is building an AI-powered space weather platform that will provide predictions and decision intelligence for safe and reliable operations in harsh space environments. With hyperlocal space weather predictions and asset-specific decision intelligence about space weather impact, Perceptive Space will help satellite operators and launch providers enhance mission lifetimes and minimize operational downtimes and service interruptions.",Toronto; Ontario; Canada; North America,Great Lakes,,for_profit,active,private,2022-01-01,,,Information Technology; Space Travel,Information Technology; Transportation,c_00001_00010,3900000,2828434,3900000,2828434,3900000,2828434,3900000,2828434,pre_seed,pre_seed,seed,1,2024-08-06,5,1,7percent Ventures; AIN Ventures; Panache Ventures; Mythos Ventures; Metaplanet,,,,,,,,,1,Padmashri Suresh,,,,,,,,,,,,,,,,,,,69630,64499,,-0.2,-0.2,,r_00001000,,,,5,,7,,,,2,503.1666667,0.08189655172,28017640,-633165,-0.06606476792,1,-0.6623889437,,0.75,1,0.4714537964,2,,,,,,,,202154,202154,,,,,,,,,,,,,,,,,,,,,,
fced8c99-60c9-40f8-a28d-1069c6e125df,Rockburst Technologies,rockburst-technologies,https://www.rockburst.tech/,https://www.linkedin.com/company/rockburst-technologies/,,,,,Rockburst Technologies breaks down ore and other minerals with co2.,Rockburst Technologies breaks down ore and other minerals with co2.,Vancouver; British Columbia; Canada; North America,,V6B 1H4,for_profit,active,private,2020-01-01,,,Mining,Natural Resources,c_00001_00010,5610000,4115579,,,,,,,grant,,,4,2025-11-13,5,2,NorthX Climate Tech; Innovate BC; Natural Resources Canada; Mining Innovation Commercialization Accelerator; Government of South Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69645,64513,,-0.1,2.2,-4.3,,2,,management,8,,,,,,59,616.3333333,-0.9775494673,22901446,18528082,4.236574408,1,0.02574623038,,,1,-0.5181419554,,,,,,,,,62336,62336,,,,,,,,,,,,,,,,,,,,,,
aff2425f-acfc-4a46-91a2-88f58f2ac1dc,Betterfrost Technologies,betterfrost-technologies,http://www.betterfrost.com/,https://www.linkedin.com/company/betterfrost-technologies-inc,,,,,Betterfrost Technologies develops de-icing technology to make energy-saving and ice-management systems refrigeration.,Betterfrost Technologies provides ultra-low energy de-icing technology solutions for electric vehicles and refrigeration. They offer solutions that control heat propagation and heat penetration depth to use the heat necessary for the application.,Toronto; Ontario; Canada; North America,Great Lakes,M5G1L7,for_profit,active,private,2014-01-01,,,Electronics; Information Technology; Software,Consumer Electronics; Hardware; Information Technology; Software,c_00001_00010,2985120,2985120,100000,100000,3989275,2885120,,,grant,corporate_round,,5,2025-07-30,5,2,Natural Resources Canada; Bioenterprise Canada; Innovation Guelph; Toyota Tsusho Canada; Ontario Centres of Excellence,,,,,,,,,1,Kazi Ahmed,,,,,,,,,,,,,,,,,,,70076,64917,,0.4,2.7,1.6,r_00000000,4,,engineering; management,1,,5,,,,706,,,7819115,,,0.6119,,21,,1.9249,,22,,,,6,,h05,c9,68145,68145,,,,,,,,,,,,,,,,,,,,,,
e255fc1b-691b-447c-9d25-ed7989b5e1a4,Greenland Resources,greenland-resources,https://greenlandresources.ca/,https://www.linkedin.com/company/greenland-resources-inc-neo-moly/,,,647-2739913,info@greenlandresourcesinc.com,"Greenhawk Resources focuses on the acquisition, exploration, and development of mineral properties.","Greenland Resources focuses on the development of its flagship project called Malmbjerg, a climax-type pure molybdenum mineral deposit near tidewater in east-central Greenland.",Toronto; Ontario; Canada; North America,Great Lakes,,for_profit,active,public,2008-01-01,[object Object],,Industrial; Mineral; Mining,Manufacturing; Natural Resources,c_00011_00050,15947742,15947742,13952103,13952103,796251,564611,796251,564611,post_ipo_equity,post_ipo_equity,ipo,7,2025-11-21,5,4,Canaccord Genuity Group; EIT RawMaterials; Rogue Insight Capital; PowerOne Capital Markets Limited; CG International Petroleum,,,,,,,,,,,,,,,,,,,,,2018-01-19,,,,,,[object Object],tsx,70179,65014,,-0.3,3.4,5.7,r_00001000,1,,sales,41,,,,2025-08-11,,1311,866.5,1.362068966,5884563,-5106204,-0.3732364897,0.4989,0.9849529781,45,-0.7105263158,1.8139,-0.484401524,16,,,,,,,,750298,750298,,,,,,,,,,,,,,,,,,,,,,
d92ad365-b2e3-41d8-8f7b-a6b8ac63a416,Trait Biosciences,trait-biosciences,https://traitbio.com/,https://www.linkedin.com/company/traitbio/,,https://x.com/TraitBioScience,604-684-4535,,Trait Biosciences is a cannabis biotechnology company harnessing research scientists.,"Trait Biosciences is a cannabis biotechnology company harnessing research scientists in biotechnology and cannabis R&D to change the face of the industry.

The company was founded in 2017 and is based in Vancouver, Canada.",Vancouver; British Columbia; Canada; North America,,,for_profit,active,private,2017-01-01,,,Biotechnology; Cannabis; Product Research,Biotechnology; Community and Lifestyle; Data and Analytics; Design; Food and Beverage; Health Care; Science and Engineering,c_00011_00050,46470986,46470986,42783670,42783670,,,,,series_unknown,series_unknown,,9,2023-10-11,5,4,Btomorrow Ventures; Green Acre Capital; Gotham Green Partners; CannaIncome Fund; Grassfed Ventures,,,,,,,,,5,Edward Cheung; Michael Harrison; Peter J. McDonough; Rebecca White; Richard Sayre,,1,made_acquisitions,,,,,,,,,,,,,,,,70802,65615,,-0.2,-1,-0.5,r_00000000,8,,engineering; human_resources; management; medical_science,25,,8,,,,678,575.5,-0.8310344828,7974157,9177042,1.287809425,,-0.2556318387,1622,-0.9209302326,33.6667,0.2627287709,3,,,,,,,,269127,269127,,,,,,,,,,,,,,,,,,,,,,
203aa9a2-5ea7-468c-a238-3f2dcbf39174,Masthead Data,masthead-9174,https://mastheadata.com,https://www.linkedin.com/company/masthead-data,,,,team@mastheadata.com,Data Observability without data access.,"Masthead is a no-code data monitoring solution that analyze logs and metadata to identify freshness and volumes anomalies, schema changes in tables, pipeline errors, and their blast radius effects on your business.",Toronto; Ontario; Canada; North America,Great Lakes,M8V 0C8,for_profit,active,private,2022-01-01,,,Analytics; Cloud Data Services; Productivity Tools; SaaS,Data and Analytics; Information Technology; Internet Services; Software,c_00001_00010,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,pre_seed,pre_seed,seed,2,2023-04-14,5,2,SMOK Ventures; Alchemist Accelerator; DEPO Ventures; focal; Monochrome Capital,,,,,,,,,2,Sergii Tkachov; Yuliia Tkachova,,,,,,,,,,,,,,,,,,,71922,66685,,0.5,-0.2,3.1,r_00001000,2,,management,2,,6,,,,792,416.1666667,-0.8498694517,7385356,10521921,1.39427772,0.7424,0.4054813774,22,-0.3941176471,1.2576,-0.4057523176,23,,,,,,,,327900,327900,,,,,,,,,,,,,,,,,,,,,,
75ad3383-ded0-4757-9cab-76f44028ae82,Waste Robotics,waste-robotics,https://wasterobotic.com/,https://www.linkedin.com/company/wasterobotics/,https://www.facebook.com/wasterobotics/,https://x.com/dirtyjobrobot,514-567-5239,info@wasterobotic.com,Waste Robotics designs and delivers intelligent recycling robots to replace human pickers in recycling centres.,"Waste Robotics designs and delivers intelligent recycling robots to replace the increasingly expensive and rare 90,000 human pickers in North American recycling centres. By combining sophisticated computer vision, artificial intelligence software and state-of-the-art robotic technologies, Waste Robotics offers Its clients adaptable robotic solutions for all waste sectors.

Waste Robotics is in the business of revolutionizing the waste recycling industry.",Quebec; Quebec; Canada; North America,,G1V 0B9,for_profit,active,private,2016-07-21,,,Artificial Intelligence (AI); Industrial Automation; Recycling; Robotics; Software; Waste Management,Artificial Intelligence (AI); Data and Analytics; Hardware; Manufacturing; Science and Engineering; Software; Sustainability,c_00011_00050,9820805,9820805,8420805,8420805,10000000,7308200,10000000,7308200,series_unknown,series_unknown,,5,2023-09-07,5,3,Mirova; Creative Destruction Lab (CDL); Sustainable Development Technology Canada; Fondaction; V3 Ventures,,,,,,,,,2,Eric Camirand; Michel Laforest,,,,,,,,,,,,,,,,,,,72520,67261,,-0.3,-1.3,-0.9,r_00001000,11,,engineering; management; marketing; operations; sales,16,,8,,,,951,1555.5,-0.7599763523,6776250,3316924,0.8675504882,0.1094,-0.5715181277,642,-0.4893617021,2.3028,0.3783612558,8,,,,2,3,b25,c7,310340,310340,,,,,,,,,,,,,,,,,,,,,,
09b86ca5-4f4b-4e9a-b144-1c5c841393ad,RetinaLogik Inc.,retinalogik-inc,https://www.retinalogik.com/,https://www.linkedin.com/company/retinalogik-biotech-inc,,,,,Medical device for vision screening,,Calgary; Alberta; Canada; North America,,,for_profit,active,private,2019-01-01,,,Eyewear; Manufacturing; Medical Device,Consumer Goods; Health Care; Manufacturing,c_00011_00050,1883000,1350241,783000,581440,1100000,768801,,,convertible_note,seed,seed,3,2025-02-06,5,1,UCeed; Spring Impact Capital; Allied Venture Partners; HaloHealth; York Angels Investors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73010,67736,,0.9,2.5,1.6,r_00001000,1,,engineering,2,,,,,,377,366.3333333,0.06052631579,10642178,-622528,-0.05882709251,0.931,-0.7007672634,2770,23.03448276,1.3448,1.750202519,16,,,,,,,,168976,168976,,,,,,,,,,,,,,,,,,,,,,
b5c77161-6dd6-f716-11e0-196901ab2bb1,Freshline,coastline,https://freshline.io,https://www.linkedin.com/company/freshlineapp,https://www.facebook.com/freshline.io/,https://x.com/freshlineapp,,sales@freshline.io,Freshline is an eCommerce & fulfillment SaaS software made for perishable food. We work with food suppliers and enable them to sell online.,"Freshline is an eCommerce & fulfillment platform for perishable food suppliers selling direct-to-consumer. Before Freshline, the company launched as a seafood marketplace called Coastline in 2016. Coastline connected fish farms & fisheries to high-end restaurants. The founders spent 4 years in the perishable food supply chain building Coastline - working tirelessly to build seafood supply lines from Japan, Mexico, Vietnam and more into North America. They took the company from $0 to ~$4M/year in revenue and then subsequently pivoted to Freshline during the COVID-19 pandemic.",Vancouver; British Columbia; Canada; North America,,V6B2Z4,for_profit,active,private,2016-01-01,,,E-Commerce; Food and Beverage; Marketplace; SaaS; Software,Commerce and Shopping; Food and Beverage; Software,c_00011_00050,2143905,2143905,1706648,1706648,500000,353349,2100000,1586648,grant,seed,seed,5,2024-12-11,5,2,Techstars; Right Side Capital Management; NEXT Canada; Canadian Food Innovation Network - Innovation Booster; Adam Meghji,,,,,,,,,2,Joseph Lee; Robert Kirstiuk,,,,,,,,,,,,,,,,,,,73047,67769,,-0.2,-0.6,,r_00000000,4,,engineering; management,8,,8,,,,650,3263.333333,4.641226354,8130881,-3558755,-0.6420334829,0.7185,-0.967883654,409,-0.1772151899,3.0215,0.4691719929,11,,1,,,2,,c29,549150,549150,,,,,,,,,,,,,,,,,,,,,TRUE,
360518fa-3af1-4e77-933b-b231d670553f,Saguaro Technologies,saguaro-technologies,https://www.saguarobio.com,https://www.linkedin.com/company/saguaro-technologies,,https://x.com/saguarobio,,info@saguarobio.com,Saguaro offers new drug discovery technologies that help fight human disease.,"Saguaro offers new drug discovery technologies that help fight human disease. Their unique products help drug developers make the most of their in vitro models, with the goal of generating new data that is more predictive of results in clinical trials with humans.",Quebec; Quebec; Canada; North America,,G1V 0A6,for_profit,active,private,2020-01-01,,,Biotechnology; Health Care; Medical,Biotechnology; Health Care; Science and Engineering,c_00001_00010,4100000,4100000,4100000,4100000,3000000,3000000,3000000,3000000,seed,seed,seed,2,2024-06-04,5,3,Investissement Quebec; AQC Capital; Anges Quebec; Frederic Ors; Martin LeBlanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73376,68085,,0.4,1.8,1.6,r_00001000,4,,management,1,,9,,,,699,641,-0.860579889,7856550,7958293,1.470312259,0.9971,7.070815451,1559,-0.1174377224,1.0286,-0.8025974026,18,,,,1,6,c09,c1,45187,45187,,,,,,,,,,,,,,,,,,,,,,
7178f5b6-0320-b922-25f5-94c3c7855d51,Diamond Estates Wines & Spirits,diamond-estates-wines-spirits,https://www.diamondwines.com/,https://www.linkedin.com/company/diamond-estates-wines-&-spirit-inc,,https://x.com/LakeviewWineCo,+1 (905)685-5673,wine@lakeviewwineco.com,"Diamond Estates Wines & Spirits produces, sells, and exports wines and spirits in Canada, China, and internationally.","Diamond Estates Wines & Spirits Inc. produces, sells, and exports wines and spirits in Canada, China, and internationally. The company operates in two segments, Sales of Manufactured Wines; and Agency Sales. It produces vintner quality alliance and blended wines under the 20 Bees, EastDell Estates, Lakeview Cellars, Dois Amigos, Dan Aykroyd, Benchmark, and Seasons brand names. The company also acts as a sales agent for approximately 120 beverage alcohol brands.",Niagara-on-the-lake; Ontario; Canada; North America,Great Lakes,L0S 1J0,for_profit,active,public,2000-01-01,[object Object],,Brewing; Manufacturing; Wine And Spirits,Food and Beverage; Manufacturing,c_00051_00100,25892742,25892742,18835525,14237916,1330079,958640,3024525,2283924,post_ipo_debt,post_ipo_equity,ipo,8,2026-01-19,5,4,Bank of Montreal; Paradigm Capital; Lassonde; GMP Securities; Acumen Capital Finance Partners,,,,,,,,,1,Susie Diamond,,1,made_acquisitions,,,,,,,,2013-10-03,,,,,,[object Object],tsx,73791,68480,,-0.6,3.6,-1.4,r_00010000,11,,finance; management; marketing; sales,21,,7,,2025-08-27,,752,295.3333333,-0.9230769231,7582039,16108000,1.59143054,0.109,0.1274469821,41,-0.8907284768,2.5346,0.2069520438,13,,,,,40,,c33,44330,44330,,,,,,,,,,,,,,,,,,,,,,
cc2aa9dc-f214-0914-45d2-36d1ddc6edb8,Ascot Resources,ascot-resources,http://www.ascotgold.com,https://www.linkedin.com/company/ascot-resources-ltd/,https://www.facebook.com/ascotresources/,https://x.com/Ascotgold,+1 778-725-1060,info@ascotgold.com,Ascot Resources operates as a mineral development company with a focus is to re-start the historic premier gold mine.,"Ascot Resources is a Canadian mineral development company publicly traded on the Toronto Stock Exchange. Its focus is to re-start the historic premier gold mine, a mine once named North America’s largest gold mine, located just 25 kilometers from the town of Stewart, in northwestern British Columbia in a proliﬁc area known as the Golden Triangle.",Vancouver; British Columbia; Canada; North America,,V7X 1E5,for_profit,active,public,1986-01-01,[object Object],,Industrial; Mineral; Mining,Manufacturing; Natural Resources,c_00051_00100,571151956,571151956,388956567,388956567,150000000,107129466,150000000,107129466,post_ipo_equity,post_ipo_equity,ipo,21,2025-12-01,5,3,Beedie Capital; Eric Sprott; Nebari Holdings; Sprott Resource Streaming and Royalty; Sprott Resource Lending Cor.,,,,,,,,,1,John Toffan,,1,made_acquisitions,,,,,,,,1987-02-26,,,,,,[object Object],tsx,74108,68777,,-0.7,-3,-3.1,r_00010000,29,,engineering; finance; human_resources; operations; pro_services,74,,13,,2025-12-30,,2216,1885,-0.7219152855,4663656,4005843,0.7416602992,0.3502,1.548627685,579,5.442424242,4.1823,-0.339477985,25,19,,,,,,,920204,920204,,,,,,,,,,,,,,,,,,,,,,
a4c03a7b-f858-4187-9ec4-a28b4ce905ff,EXO Insights,exo-insights,http://www.exoinsights.com/biotwin,https://www.linkedin.com/company/exoinsights/,,https://x.com/exoinsights,6479267040,info@exoinsights.com,"EXO Insights owns BioTwin®, a human-centric AI and biometric intelligence platform for mission-critical training.","EXO Insights is a Canadian deep-tech company specializing in Human Performance Intelligence and Biometric Analytics for high-risk, mission-critical environments.
Its flagship platform, BioTwin®, transforms training and operational review in sectors such as Defence, Nuclear Energy, Aviation, and Emergency Response — providing commanders, instructors, and safety leaders with objective, data-driven insights on human performance, cognitive load, and situational awareness.

Founded in 2016 and headquartered at the University of Waterloo’s innovation ecosystem, EXO Insights integrates AI analytics, digital twins, and biometric sensors within real-world and simulator-based training. The company’s solutions are deployed in Live, Virtual, and Constructive Training (LVCT) environments and are validated through field projects with:
- The Government of Canada
- Ontario Power Generation (Darlington Control Room Training)
- BWX Technologies (Nuclear Inspection Training)
- Babcock International (Immersive Training Integration – BITE)
- ITPS Canada (Pilot and Tactical Training)
- University of Waterloo (Human Factors and Vision Science Research)

EXO Insights is supported by the National Research Council of Canada – IRAP, and has successfully completed government-validated demonstrations under the Innovative Solutions Canada Testing Stream. The company’s IP portfolio includes a U.S., Canadian and European patents (US 18/360,410) covering its unique method for synchronizing biometric, spatial, and visual data within 3-D digital twins.

Industry Tags:
AI Analytics · Digital Twin · Biometric Intelligence · DefenceTech · Training & Simulation · Human Factors · AR/VR · Industrial Safety

Headquarters: Waterloo, Ontario, Canada
Employees: 10–20
TRL Level: 8-9 (Field-validated)
Certifications: CSA / FCC compliant hardware; GDPR / PIPEDA data protection; ballistic-certified smart glasses for operational safety.",Waterloo; Ontario; Canada; North America,Great Lakes,N2L 6R5,for_profit,active,private,2016-08-16,,,Information Services; Information Technology; Professional Services; Simulation; Software; Training,Education; Information Technology; Other; Software,c_00011_00050,3555458,3555458,1823892,1823892,1200000,879453,30000,23892,grant,seed,seed,12,2025-07-01,5,5,Government of Canada; University of Waterloo; Government of Ontario; National Research Council; Fernando Muniz Simas,,,,,,,,,1,Fernando Muniz Simas,,,,,,,,,,,,,,,,,,,75002,69638,,0.1,1,1.4,r_00000000,6,,engineering; management; operations,6,,7,,,,2866,3004.666667,-0.08134532655,4108295,39940,0.009013024204,0.6643,0.4127688631,439,2.722166499,2.1403,0.6246510005,1,13,,,,2,a61,c41,286179,286179,,,,,,,,,,,,,,,,,,,,,,
b2387921-db44-b7be-e943-759a13c973e8,Conavi Medical (formerly Titan Medical),titan-medical,http://conavi.com/,https://www.linkedin.com/company/conavimedical/,,https://x.com/conaviceo,,,Conavi Medical is a healthcare company focused on providing image guidance technologies for minimally invasive cardiovascular procedures.,"Conavi Medical is a technique for visualizing the intracardiac and intravascular systems that is intended to direct minimally invasive procedures. The company's technology makes use of a catheter-based ultrasound system that can produce 2-D and 3-D ultrasound images of cardiac anatomy all the way around the catheter's tip, allowing medical professionals to perform cardiovascular procedures like ablations that might need access to specific areas of the heart.",Toronto; Ontario; Canada; North America,Great Lakes,M5H 3B3,for_profit,active,public,2007-01-01,[object Object],,Health Care; Medical Device; Robotics,Hardware; Health Care; Science and Engineering; Software,c_00051_00100,306357322,306357322,288464157,288464157,12000000,8646455,12000000,8646455,post_ipo_equity,post_ipo_equity,ipo,25,2026-01-13,5,3,Medtronic; CPOINT Capital; Aspire Capital Partners LLC; Life Sciences Scale-Up Fund; Shanghai Jugu Equity Investment Fund,,,,,,,,,1,David McNally,,1,made_acquisitions,,,,,,,,2024-10-11,,,,,,[object Object],cve,75101,69733,,-0.5,-1.7,3.7,r_00001000,72,,engineering; finance; human_resources; legal; management; operations; product; sales,152,,6,,2022-07-01,2023-02-10,,,,,,,,,,,,,,,,,,,,,623664,623664,,,,,,,,,,,,,,,,,,,,,,
9ea41a6e-c94e-44ed-927c-64b5bd2d4a1d,ReliON,relion-4a1d,https://www.relioncharging.com,https://www.linkedin.com/company/relioncharging/,,,,,ReliON is an end-to-end EV charging infrastructure operation and maintenance system.,ReliON is an end-to-end EV charging infrastructure operation and maintenance system that offers an integrated experience from problem identification to resolution.,Montréal; Quebec; Canada; North America,,,for_profit,active,private,2023-01-01,,,Charging Infrastructure; Electric Vehicle,Transportation,c_00001_00010,3000000,2192902,3000000,2192902,3000000,2192902,3000000,2192902,seed,seed,seed,1,2024-07-17,5,1,Diagram Ventures; Cycle Momentum; AQC Capital; MaRS Investment Accelerator Fund; Anges Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75324,69945,,0.2,2.2,1.6,,,,,,,12,,,,972,404,0.1275862069,6710349,-1081796,-0.0889066407,0.2037,-0.3235770165,235,-0.9582172702,8.2212,-0.3084027879,8,,,,,,,,17525792,17525792,,,,,,,,,,,,,,,,,,,,,,
795b3e38-f48c-435e-9f4b-d3ee81fd1c57,Retellio,retellio,https://www.retellio.com/,https://www.linkedin.com/company/retellio/,,,,,Retellio was created for leaders that are obsessed with their customers.,Retellio was created for leaders that are obsessed with their customers.,St. John's; Newfoundland; Canada; North America,,,for_profit,active,private,2024-01-01,,,Information Technology; Software; Web Development,Information Technology; Software,c_00001_00010,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,pre_seed,pre_seed,seed,1,2024-12-17,5,1,The 51 Ventures; Pelorus Venture Capital; Island Capital Partners; East Valley Ventures; Women's Equity Lab,,,,,,,,,1,Brent Pretty,,,,,,,,,,,,,,,,,,,76340,70912,,0.2,2.8,0.9,,,,,2,,16,,,,2280,1693.333333,-0.5225375626,4600777,3414584,0.4030843546,0.9298,,611,-0.9613686534,1.0702,-0.1455182432,25,,,,,,,,157650,157650,,,,,,,,,,,,,,,,,,,,,,
8388ae05-d863-4d97-90f1-46d6c1c142e2,BetterTable,bettertable,https://bettertable.com,https://www.linkedin.com/company/bettertable,,,+1 604-700-7587,info@BetterTable.ca,BetterTable provides a Mobile App (SaaS) for Hotel and Restaurant Kitchens to Waste Less & Earn More,"BetterTable is a food sustainability benefit company helping hotels and restaurants kitchens prevent food waste, reduce carbon emissions and improve the bottom line.",Vancouver; British Columbia; Canada; North America,,,for_profit,active,private,2023-01-01,,,Apps; Hospitality; Software; Sustainability,Apps; Software; Sustainability; Travel and Tourism,c_00001_00010,117000,84956,,,10000,7303,,,grant,,,4,2025-06-08,5,2,Futurpreneur; DMZ; BDC Capital; Vancity; Innovation Asset Collective,,,,,,,,,1,Ben Liegey,LGBTQ+ Led,,,,,,,,,,,,,,,,,,77137,71670,,1,,-0.2,r_00000000,,,,7,,8,,,,467,,,9557648,,,0.3555,,41,,2.955,,27,,,,,,,c9,,,,,,,,,,,,,,,,,,,,,,,,
a46ccd40-9d20-4b95-9b76-c453f7e4c84d,dealcloser Inc.,dealcloser,https://www.dealcloser.com/,https://www.linkedin.com/company/dealcloser/,https://www.facebook.com/dealcloserinc/,https://x.com/dealcloserinc,1-800-930-6715,hello@dealcloser.com,Dealcloser is a transaction management hub for legal professionals.,"Dealcloser is a transaction management hub for legal professionals that brings you and your clients together on a deal, transforming and modernizing the deal process. Client relationships are at the core of any law firm and even small transactions require significant client interaction. Whether you have one or many deals on the go, use dealcloser to ensure that each client feels like they’re your priority.",Edmonton; Alberta; Canada; North America,,T5J 1B9,for_profit,active,private,2017-07-01,,,Information Technology; Legal; Software,Information Technology; Professional Services; Software,c_00011_00050,4851612,4851612,4851612,4851612,3101612,3101612,3101612,3101612,series_unknown,series_unknown,,5,2023-11-15,5,2,Alberta Innovates; National Research Council of Canada Industrial Research Assistance Program; Startup Edmonton; Bryce Catalyst; Radar Endeavour Group,,,,,,,,,1,Amir Reshef,,,,,,,,,,,,,,,,,,,77890,72389,,0.6,-0.4,-0.1,r_00000000,11,,engineering; management; pro_services; sales,8,,8,,,,53,607.5,-0.3960244648,24127014,1935690,0.238302385,1,-0.2856875934,,-0.2530487805,1,-0.2707990198,18,20,1,,,,,,1037894,1037894,,,,,,,,,,,,,,,,,,,,,,
a1f30cb4-ee3c-b461-d75e-9e812b83ad3e,Terago Networks,terago-networks,http://www.terago.ca,http://www.linkedin.com/company/terago-networks,https://www.facebook.com/TeraGo-137442286313083/?fref=nf,https://x.com/Terago_networks,(866) 837-2461,teragonetworks@hotmail.com,"Terago Networks is a telecommunications company offering managed wireless, private 5G, SD-WAN, and enterprise internet services.","TeraGo Networks provides small and medium sized Canadian businesses with carrier-grade wireless broadband, data and voice communication services.

TeraGo Networks provides high speed internet, data networking and wide area networking solutions to businesses within Canada.

TeraGo Networks provides businesses across Canada with carrier-grade Internet, data, and voice communication services. Colocation and disaster recovery solutions are also provided by Data Centers Canada, a division of TeraGo Networks. 

The company is utilizing its leadership in broadband services to provide multi-product IT solutions to serve the growing small and medium business need for data centre and cloud services. We own and manage our national IP network, providing service to over 6,400 customer locations in 46 major markets across Canada including Toronto, Montreal, Calgary, Edmonton, Vancouver, and Winnipeg.",Thornhill; Ontario; Canada; North America,Great Lakes,L3T 7V9,for_profit,active,public,1999-01-01,[object Object],,Cloud Data Services; Internet; Telecommunications,Hardware; Information Technology; Internet Services,c_00051_00100,100279029,100279029,58509029,58509029,10647174,7580056,10647174,7580056,post_ipo_equity,post_ipo_equity,ipo,7,2025-10-16,5,4,Edgepoint Wealth Management; CrowdOut Capital; Cymbria; Hunsbury Capital; Dolphin Communications Partners,,,,,,,,,,,,6,made_acquisitions,,,,,,,,2007-06-26,,,,,,[object Object],tsx,78367,72847,,-0.1,-0.6,-1.3,r_10000000,75,,engineering; finance; information_technology; management; medical_science; operations; sales,21,,7,1,2026-01-01,,1045,1525.166667,-0.1530886303,6495269,296099,0.0464610334,0.3923,7.16124031,121,-0.7730870712,3.5301,-0.739696871,17,19,,,,9,,c38,1547398,1547398,,,,,,,,,,,,,,,,,,,,,,
aae61a2a-fa37-4381-a22c-57b837cc855b,Israel Bonds,israel-bonds-855b,https://www.israelbonds.ca/,https://www.linkedin.com/company/israel-bonds-canada-israel-securities-limited/,https://www.facebook.com/israelbondscanada/,https://x.com/Israel_Bonds,+1 866-543-3351,toronto@israelbonds.ca,Israel Bonds is an investment corporation that trades in bonds issued by the government of Israel for international investors.,,Toronto; Ontario; Canada; North America,Great Lakes,M3J 3H7,for_profit,active,private,1951-01-01,,,Finance; Financial Services; Trading Platform,Financial Services; Lending and Investments,c_00011_00050,200000000,200000000,,,200000000,200000000,,,debt_financing,,,1,2023-10-13,5,,Cross River Bank; Illinois State Treasurer; New York State Common Retirement Fund; Commonwealth of Pennsylvania; Florida Department of Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78368,72848,,,1.5,-0.3,r_00010000,5,,management,3,,7,,,,4615,2139.833333,-0.254790053,3047689,481737,0.1066110364,0.6979,-0.3247079964,383,7.382838284,2.2598,4.601209122,7,,,,,13,,c9,119470,119470,,,,,,,,,,,,,,,,,,,,,,
